ExpenseDate,ExpenseType,Amount_VND
2025-10-20,Thuê mặt bằng,14435968
2025-10-21,Thuê mặt bằng,13376141
2025-10-22,Thuê mặt bằng,14346864
2025-10-23,Thuê mặt bằng,13982692
2025-10-24,Thuê mặt bằng,14062360
2025-10-25,Thuê mặt bằng,13143776
2025-10-26,Thuê mặt bằng,14675680
2025-10-27,Thuê mặt bằng,13668928
2025-10-28,Thuê mặt bằng,13163930
2025-10-29,Thuê mặt bằng,12296051
2025-10-30,Thuê mặt bằng,12964584
2025-10-31,Thuê mặt bằng,14102781
2025-11-01,Thuê mặt bằng,14416906
2025-11-02,Thuê mặt bằng,13620059
2025-11-03,Thuê mặt bằng,13711257
2025-11-04,Thuê mặt bằng,15362627
2025-11-05,Thuê mặt bằng,13617557
2025-11-06,Thuê mặt bằng,14866139
2025-11-07,Thuê mặt bằng,15237283
2025-11-08,Thuê mặt bằng,13943097
2025-11-09,Thuê mặt bằng,14801865
2025-11-10,Thuê mặt bằng,13879663
2025-11-11,Thuê mặt bằng,13236727
2025-11-12,Thuê mặt bằng,14638403
2025-11-13,Thuê mặt bằng,12806659
2025-11-14,Thuê mặt bằng,14468555
2025-11-15,Thuê mặt bằng,13795102
2025-11-16,Thuê mặt bằng,13470190
2025-11-17,Thuê mặt bằng,13742898
2025-11-18,Thuê mặt bằng,14812564
2025-11-19,Thuê mặt bằng,14100887
2025-11-20,Thuê mặt bằng,13983915
2025-11-21,Thuê mặt bằng,14507853
2025-11-22,Thuê mặt bằng,13902740
2025-11-23,Thuê mặt bằng,13636604
2025-11-24,Thuê mặt bằng,13325209
2025-11-25,Thuê mặt bằng,14892339
2025-11-26,Thuê mặt bằng,13952795
2025-11-27,Thuê mặt bằng,14062667
2025-11-28,Thuê mặt bằng,13365804
2025-11-29,Thuê mặt bằng,14237805
2025-11-30,Thuê mặt bằng,15355941
2025-12-01,Thuê mặt bằng,14637261
2025-12-02,Thuê mặt bằng,12488565
2025-12-03,Thuê mặt bằng,14564730
2025-12-04,Thuê mặt bằng,12608744
2025-12-05,Thuê mặt bằng,13710645
2025-12-06,Thuê mặt bằng,13465187
2025-12-07,Thuê mặt bằng,13066725
2025-12-08,Thuê mặt bằng,14709028
2025-12-09,Thuê mặt bằng,14863709
2025-12-10,Thuê mặt bằng,12954943
2025-12-11,Thuê mặt bằng,14234451
2025-12-12,Thuê mặt bằng,14189739
2025-12-13,Thuê mặt bằng,12578238
2025-12-14,Thuê mặt bằng,13629351
2025-12-15,Thuê mặt bằng,12554029
2025-12-16,Thuê mặt bằng,13898620
2025-12-17,Thuê mặt bằng,14273056
2025-12-18,Thuê mặt bằng,13986617
2025-12-19,Thuê mặt bằng,13224226
2025-12-20,Thuê mặt bằng,13063746
2025-12-21,Thuê mặt bằng,12726800
2025-12-22,Thuê mặt bằng,13356898
2025-12-23,Thuê mặt bằng,13180779
2025-12-24,Thuê mặt bằng,12645727
2025-12-25,Thuê mặt bằng,14751656
2025-12-26,Thuê mặt bằng,14518567
2025-12-27,Thuê mặt bằng,14519983
2025-12-28,Thuê mặt bằng,13579683
2025-12-29,Thuê mặt bằng,13079066
2025-12-30,Thuê mặt bằng,13786390
2025-12-31,Thuê mặt bằng,12793682
2025-01-01,Marketing,9666867
2025-01-02,Marketing,11078212
2025-01-03,Marketing,9447549
2025-01-04,Marketing,10966374
2025-01-05,Marketing,10535540
2025-01-06,Marketing,10377296
2025-01-07,Marketing,10372016
2025-01-08,Marketing,10772270
2025-01-09,Marketing,10127217
2025-01-10,Marketing,9429712
2025-01-11,Marketing,11101676
2025-01-12,Marketing,11019255
2025-01-13,Marketing,9745256
2025-01-14,Marketing,10919887
2025-01-15,Marketing,10778801
2025-01-16,Marketing,10026501
2025-01-17,Marketing,10862879
2025-01-18,Marketing,10925804
2025-01-19,Marketing,11003681
2025-01-20,Marketing,10071427
2025-01-21,Marketing,9201320
2025-01-22,Marketing,9913008
2025-01-23,Marketing,9924150
2025-01-24,Marketing,10313135
2025-01-25,Marketing,9407669
2025-01-26,Marketing,9351777
2025-01-27,Marketing,11001789
2025-01-28,Marketing,11049310
2025-01-29,Marketing,11146859
2025-01-30,Marketing,9670010
2025-01-31,Marketing,9891041
2025-02-01,Marketing,10475914
2025-02-02,Marketing,12250281
2025-02-03,Marketing,10884926
2025-02-04,Marketing,11063784
2025-02-05,Marketing,12040726
2025-02-06,Marketing,11871150
2025-02-07,Marketing,11522565
2025-02-08,Marketing,10292969
2025-02-09,Marketing,10909460
2025-02-10,Marketing,11363479
2025-02-11,Marketing,11077518
2025-02-12,Marketing,10732164
2025-02-13,Marketing,11003971
2025-02-14,Marketing,11684192
2025-02-15,Marketing,11668656
2025-02-16,Marketing,10864701
2025-02-17,Marketing,11795187
2025-02-18,Marketing,10482818
2025-02-19,Marketing,10747632
2025-02-20,Marketing,10442878
2025-02-21,Marketing,12215827
2025-02-22,Marketing,10805422
2025-02-23,Marketing,11438552
2025-02-24,Marketing,12185343
2025-02-25,Marketing,11725377
2025-02-26,Marketing,10525346
2025-02-27,Marketing,11355863
2025-02-28,Marketing,11718358
2025-03-01,Marketing,9821918
2025-03-02,Marketing,9167337
2025-03-03,Marketing,9895870
2025-03-04,Marketing,9646286
2025-03-05,Marketing,9922931
2025-03-06,Marketing,9289858
2025-03-07,Marketing,9587152
2025-03-08,Marketing,10098218
2025-03-09,Marketing,10971443
2025-03-10,Marketing,10829987
2025-03-11,Marketing,10325116
2025-03-12,Marketing,9803964
2025-03-13,Marketing,10688351
2025-03-14,Marketing,9733203
2025-03-15,Marketing,11073581
2025-03-16,Marketing,10812730
2025-03-17,Marketing,9284724
2025-03-18,Marketing,10793847
2025-03-19,Marketing,10371897
2025-03-20,Marketing,10283655
2025-03-21,Marketing,9877559
2025-03-22,Marketing,11056671
2025-03-23,Marketing,11054953
2025-03-24,Marketing,11034490
2025-03-25,Marketing,10765441
2025-03-26,Marketing,10504090
2025-03-27,Marketing,10937857
2025-03-28,Marketing,9595868
2025-03-29,Marketing,10276393
2025-03-30,Marketing,10490177
2025-03-31,Marketing,9629292
2025-04-01,Marketing,11059056
2025-04-02,Marketing,11249317
2025-04-03,Marketing,9577933
2025-04-04,Marketing,11312786
2025-04-05,Marketing,10713069
2025-04-06,Marketing,10676645
2025-04-07,Marketing,10724029
2025-04-08,Marketing,9702145
2025-04-09,Marketing,10049798
2025-04-10,Marketing,10778710
2025-04-11,Marketing,9951426
2025-04-12,Marketing,9817296
2025-04-13,Marketing,11487901
2025-04-14,Marketing,10557386
2025-04-15,Marketing,9739960
2025-04-16,Marketing,9914953
2025-04-17,Marketing,9682801
2025-04-18,Marketing,11166381
2025-04-19,Marketing,9908612
2025-04-20,Marketing,10511278
2025-04-21,Marketing,10855894
2025-04-22,Marketing,10584436
2025-04-23,Marketing,9752321
2025-04-24,Marketing,10552471
2025-04-25,Marketing,10918910
2025-04-26,Marketing,9690960
2025-04-27,Marketing,9969559
2025-04-28,Marketing,9743635
2025-04-29,Marketing,10303289
2025-04-30,Marketing,9873954
2025-05-01,Marketing,10910210
2025-05-02,Marketing,9300337
2025-05-03,Marketing,10974166
2025-05-04,Marketing,9658159
2025-05-05,Marketing,10413626
2025-05-06,Marketing,9463948
2025-05-07,Marketing,10608323
2025-05-08,Marketing,10352440
2025-05-09,Marketing,9502321
2025-05-10,Marketing,9199064
2025-05-11,Marketing,9824404
2025-05-12,Marketing,10585881
2025-05-13,Marketing,9606061
2025-05-14,Marketing,9999693
2025-05-15,Marketing,9795460
2025-05-16,Marketing,10185483
2025-05-17,Marketing,9337659
2025-05-18,Marketing,10013374
2025-05-19,Marketing,9501329
2025-05-20,Marketing,9612297
2025-05-21,Marketing,10523981
2025-05-22,Marketing,9164787
2025-05-23,Marketing,10931107
2025-05-24,Marketing,10131015
2025-05-25,Marketing,9687004
2025-05-26,Marketing,9781841
2025-05-27,Marketing,9795615
2025-05-28,Marketing,10508563
2025-05-29,Marketing,9190395
2025-05-30,Marketing,9582179
2025-05-31,Marketing,10933918
2025-06-01,Marketing,10404600
2025-06-02,Marketing,11165123
2025-06-03,Marketing,10548428
2025-06-04,Marketing,10982364
2025-06-05,Marketing,11345737
2025-06-06,Marketing,10855106
2025-06-07,Marketing,11224541
2025-06-08,Marketing,10603199
2025-06-09,Marketing,9670673
2025-06-10,Marketing,11328137
2025-06-11,Marketing,10341310
2025-06-12,Marketing,11541004
2025-06-13,Marketing,11477693
2025-06-14,Marketing,10324126
2025-06-15,Marketing,9676455
2025-06-16,Marketing,11089175
2025-06-17,Marketing,10166877
2025-06-18,Marketing,11526633
2025-06-19,Marketing,9483362
2025-06-20,Marketing,11097543
2025-06-21,Marketing,10546736
2025-06-22,Marketing,11272326
2025-06-23,Marketing,10154708
2025-06-24,Marketing,10028732
2025-06-25,Marketing,9491987
2025-06-26,Marketing,11384569
2025-06-27,Marketing,11547416
2025-06-28,Marketing,11359294
2025-06-29,Marketing,9779096
2025-06-30,Marketing,10063670
2025-07-01,Marketing,11097609
2025-07-02,Marketing,9544951
2025-07-03,Marketing,10943367
2025-07-04,Marketing,9302181
2025-07-05,Marketing,10812405
2025-07-06,Marketing,10916267
2025-07-07,Marketing,9498844
2025-07-08,Marketing,10960660
2025-07-09,Marketing,11195815
2025-07-10,Marketing,11057202
2025-07-11,Marketing,9345410
2025-07-12,Marketing,10945906
2025-07-13,Marketing,9808538
2025-07-14,Marketing,9261516
2025-07-15,Marketing,9500270
2025-07-16,Marketing,10436569
2025-07-17,Marketing,10401012
2025-07-18,Marketing,10994312
2025-07-19,Marketing,9955520
2025-07-20,Marketing,10359336
2025-07-21,Marketing,10067729
2025-07-22,Marketing,9466866
2025-07-23,Marketing,10919547
2025-07-24,Marketing,10818589
2025-07-25,Marketing,9193202
2025-07-26,Marketing,10919471
2025-07-27,Marketing,10758474
2025-07-28,Marketing,10618097
2025-07-29,Marketing,10827432
2025-07-30,Marketing,10346666
2025-07-31,Marketing,9330808
2025-08-01,Marketing,10818893
2025-08-02,Marketing,10373455
2025-08-03,Marketing,10630643
2025-08-04,Marketing,10336201
2025-08-05,Marketing,11148625
2025-08-06,Marketing,9351154
2025-08-07,Marketing,10167528
2025-08-08,Marketing,10585312
2025-08-09,Marketing,10519920
2025-08-10,Marketing,10823568
2025-08-11,Marketing,9627636
2025-08-12,Marketing,9332676
2025-08-13,Marketing,10146687
2025-08-14,Marketing,11189700
2025-08-15,Marketing,11158670
2025-08-16,Marketing,9420505
2025-08-17,Marketing,9462122
2025-08-18,Marketing,10032088
2025-08-19,Marketing,10036384
2025-08-20,Marketing,9841874
2025-08-21,Marketing,10169932
2025-08-22,Marketing,11025743
2025-08-23,Marketing,10063922
2025-08-24,Marketing,10725217
2025-08-25,Marketing,10755474
2025-08-26,Marketing,9524232
2025-08-27,Marketing,10500962
2025-08-28,Marketing,10422007
2025-08-29,Marketing,9944458
2025-08-30,Marketing,9291377
2025-08-31,Marketing,9641970
2025-09-01,Marketing,10589625
2025-09-02,Marketing,10010405
2025-09-03,Marketing,10909645
2025-09-04,Marketing,10903543
2025-09-05,Marketing,9994139
2025-09-06,Marketing,9707019
2025-09-07,Marketing,11362880
2025-09-08,Marketing,10925203
2025-09-09,Marketing,10223111
2025-09-10,Marketing,9782857
2025-09-11,Marketing,10983431
2025-09-12,Marketing,11128969
2025-09-13,Marketing,10549452
2025-09-14,Marketing,9643816
2025-09-15,Marketing,10273152
2025-09-16,Marketing,11424084
2025-09-17,Marketing,9958492
2025-09-18,Marketing,11066741
2025-09-19,Marketing,9493824
2025-09-20,Marketing,10311999
2025-09-21,Marketing,11467586
2025-09-22,Marketing,9922517
2025-09-23,Marketing,10330478
2025-09-24,Marketing,10012369
2025-09-25,Marketing,9975336
2025-09-26,Marketing,11210025
2025-09-27,Marketing,10089741
2025-09-28,Marketing,10037588
2025-09-29,Marketing,10345364
2025-09-30,Marketing,10105834
2025-10-01,Marketing,9530987
2025-10-02,Marketing,9697429
2025-10-03,Marketing,10458517
2025-10-04,Marketing,10182484
2025-10-05,Marketing,10353527
2025-10-06,Marketing,9875981
2025-10-07,Marketing,9425962
2025-10-08,Marketing,10323718
2025-10-09,Marketing,10731097
2025-10-10,Marketing,9632791
2025-10-11,Marketing,10231479
2025-10-12,Marketing,10945866
2025-10-13,Marketing,9988616
2025-10-14,Marketing,10995347
2025-10-15,Marketing,9898682
2025-10-16,Marketing,9475502
2025-10-17,Marketing,10555588
2025-10-18,Marketing,11119248
2025-10-19,Marketing,10607992
2025-10-20,Marketing,9354962
2025-10-21,Marketing,10913509
2025-10-22,Marketing,10824404
2025-10-23,Marketing,10939542
2025-10-24,Marketing,10938525
2025-10-25,Marketing,9370208
2025-10-26,Marketing,10290100
2025-10-27,Marketing,9529279
2025-10-28,Marketing,10157156
2025-10-29,Marketing,9919134
2025-10-30,Marketing,11080378
2025-10-31,Marketing,9563644
2025-11-01,Marketing,10779175
2025-11-02,Marketing,10092109
2025-11-03,Marketing,9521928
2025-11-04,Marketing,10845731
2025-11-05,Marketing,11071666
2025-11-06,Marketing,10942267
2025-11-07,Marketing,10800158
2025-11-08,Marketing,11229398
2025-11-09,Marketing,11156636
2025-11-10,Marketing,11479076
2025-11-11,Marketing,11029775
2025-11-12,Marketing,10802407
2025-11-13,Marketing,11501966
2025-11-14,Marketing,9861906
2025-11-15,Marketing,10868534
2025-11-16,Marketing,10711596
2025-11-17,Marketing,11202845
2025-11-18,Marketing,11440174
2025-11-19,Marketing,9732494
2025-11-20,Marketing,10627782
2025-11-21,Marketing,9531119
2025-11-22,Marketing,10440216
2025-11-23,Marketing,11310408
2025-11-24,Marketing,9633235
2025-11-25,Marketing,11353372
2025-11-26,Marketing,10499673
2025-11-27,Marketing,11338178
2025-11-28,Marketing,10893692
2025-11-29,Marketing,10044498
2025-11-30,Marketing,11543363
2025-12-01,Marketing,10632631
2025-12-02,Marketing,10083432
2025-12-03,Marketing,11080737
2025-12-04,Marketing,9791954
2025-12-05,Marketing,10096816
2025-12-06,Marketing,9341978
2025-12-07,Marketing,10086989
2025-12-08,Marketing,9688352
2025-12-09,Marketing,10978931
2025-12-10,Marketing,10848490
2025-12-11,Marketing,9500104
2025-12-12,Marketing,9938449
2025-12-13,Marketing,9697496
2025-12-14,Marketing,10671295
2025-12-15,Marketing,9278591
2025-12-16,Marketing,9883594
2025-12-17,Marketing,11174483
2025-12-18,Marketing,10030592
2025-12-19,Marketing,10257952
2025-12-20,Marketing,9621609
2025-12-21,Marketing,9823500
2025-12-22,Marketing,10348948
2025-12-23,Marketing,9263666
2025-12-24,Marketing,10974479
2025-12-25,Marketing,9488700
2025-12-26,Marketing,9293013
2025-12-27,Marketing,11158174
2025-12-28,Marketing,10233374
2025-12-29,Marketing,11087890
2025-12-30,Marketing,11121658
2025-12-31,Marketing,10932174
2025-01-01,Logistics,6868393
2025-01-02,Logistics,6322161
2025-01-03,Logistics,6671870
2025-01-04,Logistics,7009795
2025-01-05,Logistics,7263557
2025-01-06,Logistics,7071723
2025-01-07,Logistics,6148032
2025-01-08,Logistics,6465071
2025-01-09,Logistics,6486801
2025-01-10,Logistics,7256868
2025-01-11,Logistics,6488894
2025-01-12,Logistics,7251466
2025-01-13,Logistics,7134225
2025-01-14,Logistics,6148164
2025-01-15,Logistics,6723014
2025-01-16,Logistics,7340982
2025-01-17,Logistics,6937415
2025-01-18,Logistics,6969483
2025-01-19,Logistics,7055566
2025-01-20,Logistics,7036030
2025-01-21,Logistics,7426828
2025-01-22,Logistics,6810299
2025-01-23,Logistics,6232938
2025-01-24,Logistics,6577103
2025-01-25,Logistics,6648003
2025-01-26,Logistics,6592709
2025-01-27,Logistics,7233954
2025-01-28,Logistics,6602209
2025-01-29,Logistics,7399172
2025-01-30,Logistics,6380823
2025-01-31,Logistics,6763723
2025-02-01,Logistics,8136111
2025-02-02,Logistics,6846122
2025-02-03,Logistics,6937328
2025-02-04,Logistics,8017742
2025-02-05,Logistics,6781029
2025-02-06,Logistics,7882262
2025-02-07,Logistics,8050411
2025-02-08,Logistics,7926663
2025-02-09,Logistics,8169879
2025-02-10,Logistics,7720193
2025-02-11,Logistics,7561286
2025-02-12,Logistics,7404112
2025-02-13,Logistics,6885547
2025-02-14,Logistics,8167665
2025-02-15,Logistics,8143334
2025-02-16,Logistics,7471860
2025-02-17,Logistics,6769268
2025-02-18,Logistics,6888604
2025-02-19,Logistics,7102429
2025-02-20,Logistics,7655249
2025-02-21,Logistics,7426536
2025-02-22,Logistics,7265840
2025-02-23,Logistics,7594325
2025-02-24,Logistics,6906446
2025-02-25,Logistics,6809132
2025-02-26,Logistics,7741606
2025-02-27,Logistics,7536805
2025-02-28,Logistics,7474351
2025-03-01,Logistics,6242273
2025-03-02,Logistics,7428621
2025-03-03,Logistics,7232754
2025-03-04,Logistics,6141479
2025-03-05,Logistics,6217516
2025-03-06,Logistics,6149061
2025-03-07,Logistics,7032766
2025-03-08,Logistics,6342862
2025-03-09,Logistics,6943634
2025-03-10,Logistics,7083806
2025-03-11,Logistics,6869509
2025-03-12,Logistics,6201931
2025-03-13,Logistics,7071978
2025-03-14,Logistics,6900849
2025-03-15,Logistics,6610414
2025-03-16,Logistics,6848670
2025-03-17,Logistics,7079877
2025-03-18,Logistics,7059460
2025-03-19,Logistics,6232370
2025-03-20,Logistics,6369989
2025-03-21,Logistics,6304285
2025-03-22,Logistics,6145327
2025-03-23,Logistics,6252406
2025-03-24,Logistics,7279296
2025-03-25,Logistics,6830680
2025-03-26,Logistics,6466505
2025-03-27,Logistics,6365649
2025-03-28,Logistics,7046659
2025-03-29,Logistics,7406930
2025-03-30,Logistics,6441402
2025-03-31,Logistics,6980120
2025-04-01,Logistics,6612505
2025-04-02,Logistics,6866624
2025-04-03,Logistics,6893105
2025-04-04,Logistics,6718663
2025-04-05,Logistics,7661577
2025-04-06,Logistics,7672625
2025-04-07,Logistics,7322937
2025-04-08,Logistics,7283590
2025-04-09,Logistics,7050656
2025-04-10,Logistics,7012035
2025-04-11,Logistics,6542845
2025-04-12,Logistics,7548468
2025-04-13,Logistics,7478636
2025-04-14,Logistics,7166451
2025-04-15,Logistics,7358530
2025-04-16,Logistics,7253560
2025-04-17,Logistics,6854257
2025-04-18,Logistics,7515977
2025-04-19,Logistics,7460478
2025-04-20,Logistics,6872147
2025-04-21,Logistics,7431328
2025-04-22,Logistics,6532010
2025-04-23,Logistics,7545148
2025-04-24,Logistics,6877226
2025-04-25,Logistics,6516974
2025-04-26,Logistics,7262313
2025-04-27,Logistics,7460496
2025-04-28,Logistics,6354922
2025-04-29,Logistics,6923187
2025-04-30,Logistics,7544515
2025-05-01,Logistics,6668301
2025-05-02,Logistics,7249855
2025-05-03,Logistics,6950826
2025-05-04,Logistics,6581136
2025-05-05,Logistics,7155892
2025-05-06,Logistics,7222321
2025-05-07,Logistics,6467807
2025-05-08,Logistics,6526333
2025-05-09,Logistics,7260554
2025-05-10,Logistics,6825129
2025-05-11,Logistics,7055380
2025-05-12,Logistics,6553482
2025-05-13,Logistics,6245103
2025-05-14,Logistics,6350137
2025-05-15,Logistics,7119939
2025-05-16,Logistics,7048758
2025-05-17,Logistics,6595711
2025-05-18,Logistics,6797745
2025-05-19,Logistics,6150937
2025-05-20,Logistics,6217586
2025-05-21,Logistics,7326455
2025-05-22,Logistics,7213685
2025-05-23,Logistics,6355439
2025-05-24,Logistics,7153956
2025-05-25,Logistics,6533834
2025-05-26,Logistics,6723955
2025-05-27,Logistics,7337723
2025-05-28,Logistics,7330670
2025-05-29,Logistics,7170985
2025-05-30,Logistics,7187978
2025-05-31,Logistics,7132029
2025-06-01,Logistics,7076791
2025-06-02,Logistics,6428755
2025-06-03,Logistics,6337398
2025-06-04,Logistics,7135219
2025-06-05,Logistics,6977808
2025-06-06,Logistics,6700283
2025-06-07,Logistics,7198824
2025-06-08,Logistics,6746086
2025-06-09,Logistics,6763746
2025-06-10,Logistics,6475317
2025-06-11,Logistics,7060365
2025-06-12,Logistics,7171847
2025-06-13,Logistics,6527246
2025-06-14,Logistics,6719537
2025-06-15,Logistics,6863713
2025-06-16,Logistics,6735180
2025-06-17,Logistics,7581161
